Name	Total
Guillermo Ochoa	160
Gerard Piqué Bernabeu	168
Sergio Agüero	174
Adebayo Akinfenwa	128
Ivan Rakitić	164
Lucas Pezzini Leiva	158
Mats Hummels	168
Andrea Ranocchia	148
Eric Maxim Choupo-Moting	150
César Azpilicueta Tanco	166
Patrick van Aanholt	152
Salomón Rondón	150
Sergio Busquets Burgos	168
Daniel Parejo Muñoz	172
Chris Smalling	156
Eduardo Salvio	156
Jesús Corona	162
Serge Aurier	158
Stefan de Vrij	168
Sergio Roberto Carnicer	160
Oriol Romeu Vidal	156
Jan Oblak	180
Lucas Digne	166
Matt Doherty	154
Julian Draxler	158
Eric Dier	161
Attila Szalai	158
Iván Franco	151
Giuliano Simeone	146
Billy Koumetio	134
Oscar Dorley	156
Terem Moffi	153
Joelson Augusto Mendes Mango	152
Daniel Maldini	142
Facundo Torres	156
Warmed Omari	156
Timothée Pembélé	151
Jan Kuchta	157
Junior Adamu	146
Jackson Muleka	149
Afonso Gamelas Sousa	153
Albian Hajdari	140
Fabian Rieder	145
Franco Orozco	148
Matthew Hoppe	149
Pape Matar Sarr	153
Omari Hutchinson	145
Lewis Bate	146
Edoardo Bove	145
Kian Fitz-Jim	144
Adem Zorgane	151
Filip Stevanović	145
Stylianos Vrontis	121
Liel Abada	154
Callum Doyle	144
Samuel Edozie	144
Ernest Poku	144
Martín Satriano	149
Johan Bakayoko	150
Ademola Lookman	159
Duván Vergara	154
Taiwo Awoniyi	155
Axel Tuanzebe	152
Lloyd Kelly	152
Amine Harit	151
Caio Henrique Oliveira Silva	160
Junya Ito	154
Joel Latibeaudiere	139
Mamadou Doucouré	133
Álvaro Odriozola Arzalluz	158
Henry Onyekuru	151
Evander da Silva Ferreira	157
Fedor Chalov	150
Domingos Quina	149
Joel Asoro	137
Jean-Philippe Mateta	154
Alexis Claude-Maurice	150
Steven Alzate	149
Miles Robinson	153
Dujon Sterling	144
Óscar Rodríguez Arnaiz	159
Kai Wagner	151
Felipe Méndez	156
Conor Coventry	137
Zinho Vanheusden	152
Youcef Belaïli	152
Diego Rossi	155
Ola Solbakken	152
Sebastián Córdova	155
Imrân Louza	154
Finn Dahmen	148
Dwight McNeil	160
Mujaid Sadick Aliu	153
Jorge de Frutos Sebastián	161
Altay Bayındır	160
Immanuel Pherai	144
Fashion Sakala	147
Diego Palacios	148
Gonçalo Bento Soares Cardoso	137
Max Kilman	160
Youssouf Fofana	159
Ignacio Peña Sotorres	149
Boulaye Dia	161
Aihen Muñoz Capellán	157
Ki-Jana Hoever	145
Nicolás Capaldo	151
Roger Ibañez Da Silva	162
Jon Moncayola Tollar	159
Ian Maatsen	150
Kastriot Imeri	149
Luis Vázquez	151
Quinten Timber	151
Eduardo Filipe Quaresma	154
Marco Burch	147
Joris Chotard	156
Nicolás Melamed Ribaudo	158
Brian Rodríguez	150
Roberto Pereyra	156
Thomas Delaney	162
Norberto Murara Neto	162
Andriy Yarmolenko	150
Phil Jones	146
Rodrigo Moreno Machado	156
Alex Oxlade-Chamberlain	156
Pablo Sarabia García	162
Charles Aránguiz	160
João Pedro G. Santos Galvão	160
Anthony Lopes	164
Víctor Machín Pérez	154
José Gómez Campaña	162
Cristian Tello Herrera	158
Timo Horn	152
Attila Fiola	138
Will Keane	136
Andreas Cornelius	148
Tonny Vilhena	154
John Stones	169
Matt Ingram	136
Jamal Blackman	141
Luiz Frello Filho Jorge	170
Ben Davies	154
Sam Johnstone	152
Jordan Lukaku	144
Ryan Fraser	154
Josef Martínez	156
Sead Kolašinac	150
Nicolás Tagliafico	162
Jamal Lowe	143
Roberto Gagliardini	154
Federico Bernardeschi	158
Diego Javier Llorente Ríos	156
DeAndre Yedlin	138
Rafael Delgado	148
Ander Capa Rodríguez	160
Carlos Manuel Cardoso Mané	144
Víctor Camarasa Ferrando	145
Hamari Traoré	158
Tiemoué Bakayoko	152
Naby Keïta	161
Nico Elvedi	158
Alfredo Morelos	157
Aaron Long	146
Ryan Ledson	149
Mario Pašalić	160
Alexander Nübel	160
Ramy Bensebaini	157
Rico Henry	155
Emmanuel Boateng	156
Jonathan Bamba	157
Moussa Niakhaté	158
Gelson Dany Batalha Martins	155
Alejandro Remiro Gargallo	166
Matheus Fellipe Costa Pereira	156
Mattias Svanberg	155
Dael Fry	152
Suat Serdar	159
Alan Mozo	154
Arjen Robben	158
Xavier Hernández Creus	172
Ricardo Andrade Quaresma Bernardo	152
Xabier Alonso Olano	164
Jermain Defoe	134
Antônio Augusto Ribeiro Reis Junior	154
Burak Yılmaz	156
Maicon Douglas Sisenando	154
Giorgio Chiellini	170
Álvaro Negredo Sánchez	156
André-Pierre Gignac	162
Chung Yong Lee	142
Ryan Babel	148
Jérémy Ménez	140
Hatem Ben Arfa	150
João Filipe Moutinho	162
Antonio Adán Garrido	162
Vurnon Anita	134
Gylfi Sigurðsson	158
Aaron Ramsey	154
Cheikhou Kouyaté	154
Rafael Tolói	162
Seydou Doumbia	142
Marcel Schmelzer	142
Manuel Lanzini	156
Bas Dost	152
Víctor Vázquez Solsona	140
Daley Blind	162
Gökdeniz Bayrakdar	149
Matteo Lovato	155
Arnau Tenas Ureña	148
Salah-Eddine Oulad M'Hand	141
Justin Che	147
Caden Clark	147
Alex Robertson	136
Martin Vitík	151
André Fonseca Amaro	148
Ivan Šaranić	146
Kaide Gordon	145
Elkan Baggott	123
Arnau Martínez López	152
Dário Cassia Luís Essugo	148
Mohamed Sankoh	143
Andrés Carlos Caro Serrano	140
Aritz Aldasoro Sarriegi	138
Jon Karrikaburu	149
Raphael Onyedika	150
Anselmo Garcia MacNulty	144
Lasso Coulibaly	140
Festy Ebosele	144
Sivert Mannsverk	145
Alfie Devine	141
Maksim Paskotši	138
Lamare Bogarde	139
Pablo Felipe Pereira de Jesus	142
Arsen Zakharyan	158
Koni De Winter	143
Tomás Lemos Araújo	146
Álvaro Sanz Catalán	142
Haji Wright	139
Wilson Miguéis Manafá Jancó	150
Berke Özer	149
Przemysław Płacheta	144
Szymon Żurkowski	153
Nicolò Casale	154
Nicolas Raskin	151
Danilo Pereira Da Silva	146
Rominigue Kouamé	148
Fernando Beltrán	145
Nicolas Kühn	143
Tyrese Campbell	150
Etienne Amenyido	142
Tomás Belmonte	152
Martín Aguirregabiria	155
Largie Ramazani	152
Daniel Gómez Alcón	152
Taylor Richards	144
Matthew Longstaff	144
Filip Benković	147
Francisco Montero Rubio	146
Finn Ole Becker	149
Giorgi Tsitaishvili	152
Denys Popov	156
Marash Kumbulla	155
Adrià Giner Pedrosa	159
Sam McCallum	150
Óscar Gil Regaño	156
Enzo Le Fée	156
Mads Bidstrup	142
Luca Orellano	154
Riccardo Sottil	156
Osame Sahraoui	147
Han-Noah Massengo	150
Álvaro Fidalgo Fernández	151
Julian Araujo	152
Thierry Rendall Correia	156
Paolo Gozzi	144
Daniel Vivian Moreno	159
Karl Hein	144
Chris Richards	155
Jean Lucas de Souza Oliveira	155
Milan van Ewijk	150
Koba Leïn Koindredi	148
Lautaro Morales	152
Matías Arezo	150
Jan Thielmann	154
Matthew Garbett	139
Marcos Paulo Costa do Nascimento	152
David Zima	155
Žiga Laci	149
Josip Šutalo	155
Melayro Bogarde	145
Ilan Kebbal	154
Warren Bondo	143
Lorenzo Pirola	145
Dan Neil	143
Ademipo Odubeko	138
Gabriel Veiga Novas	142
Agustín Álvarez Martínez	152
Enner Valencia	150
Jaïro Riedewald	151
Emanuel Mammana	151
Adam Armstrong	155
Walace Souza Silva	148
Jorge Meré Pérez	149
Jonathan Rodríguez	158
Maxime Lopez	153
Jordan Larsson	154
Marius Wolf	155
Ola Aina	150
Mason Holgate	155
Connor Roberts	153
David García Zubiria	160
Guido Rodríguez	157
Pedro Gallese	150
Ben Sheaf	150
Daniele Verde	151
Jordan Morris	144
Pablo Fornals Malla	161
Cristian Arrieta	141
Maximilian Mittelstädt	152
Anastasios Donis	137
Alfonso Pedraza Sag	157
Tyler Roberts	148
Djibril Sow	161
Eduardo Expósito Jaén	157
Tom Davies	153
Faitout Maouassa	151
Rosberto J. Dourado Santos	162
Ronaldo Jailson Cabrais Petri	166
Miguel Almirón	152
James Justin	157
Umar Sadiq	157
Wataru Endo	156
Takahiro Kunimoto	147
Iké Ugbo	149
Matt Smith	143
Carles Aleñá Castillo	153
Orel Mangala	157
Roland Sallai	153
Gustavo Hamer	153
Dante Vanzeir	151
Wout Faes	158
Manuel Lazzari	158
Erick Sánchez	151
Francisco José Beltrán Peinado	157
Saša Lukić	157
Fodé Ballo-Touré	148
Sean Longstaff	151
Mergim Berisha	152
Nathan Tella	146
Djordje Mihailovic	156
Mady Camara	155
Arne Maier	158
Santiago Bueno	146
Nathan Holland	137
Callum O'Hare	153
Ola Brynhildsen	146
Fernando Reges Mouta	168
Matteo Darmian	158
James Chester	138
Roman Bürki	158
Jonjo Shelvey	152
Pedro Rodríguez Ledesma	156
Teemu Pukki	150
Nathaniel Clyne	146
Eliaquim Mangala	146
Chris Wood	154
Nicolás Otamendi	162
Kesen Ai	156
Martin Braithwaite	154
Andros Townsend	154
Aaron Mooy	154
Francesco Acerbi	166
Hans Vanaken	158
Stefan Ortega	159
Kevin Volland	162
Tolga Ciğerci	144
Muhamed Bešić	140
Jesé Rodríguez Ruiz	146
Sergi Darder Moll	162
Charly Musonda	147
Jürgen Locadia	140
Marcel Sabitzer	164
Florian Thauvin	158
Denis Suárez Fernández	156
Daniele Baselli	144
Jetro Willems	146
Mattia De Sciglio	154
Josh Murphy	138
Emil Krafth	147
Yussuf Poulsen	157
Berat Djimsiti	158
Romain Saïss	158
Emil Forsberg	162
Marten de Roon	160
Mitchell Duke	134
Jean-Pierre Nsame	156
Ricardo Barbosa Pereira	166
Yasser Al Shahrani	148
Lisandro Magallán	143
Armindo Tué Na Bangna	154
Robert Andrich	159
Tyrone Mings	156
Gabriel Barbosa Almeida	166
Daniel Amartey	154
Chuba Akpom	147
Glen Kamara	153
Juan Musso	163
Ángel Correa	167
Julio Furch	150
Duván Zapata	168
Rúben Miguel Nunes Vezo	151
Jake Cooper	147
Mahmoud Dahoud	162
Matt Targett	157
Corentin Tolisso	160
Diego Carlos Santos Silva	165
Petr Čech	162
Peter Crouch	144
Andy Lonergan	124
Luís Carlos Almeida da Cunha	156
Nemanja Vidić	162
Arda Turan	138
Joe Hart	152
Néstor Ortigoza	138
Mousa Dembélé	158
Samir Nasri	148
Antonio Valencia	156
Jonny Evans	160
Giovani dos Santos	142
Fábio Alexandre Silva Coentrão	150
Daniel Wass	160
Asmir Begović	150
Iván Marcano Sierra	152
Felipe Caicedo	152
Winston Reid	146
Marouane Fellaini	150
Radja Nainggolan	156
Adel Taarabt	152
Miralem Pjanić	162
Fernando Muslera	160
Víctor Chust García	151
Rasmus Højlund	140
Joan García Pons	148
Joaquín Montecinos	147
Evan Ferguson	138
Giannis Konstantelias	145
Jon Aramburu	145
Erik Shuranov	145
Fredrik Oppegård	144
Daouda Guindo	145
Sorba Thomas	149
Paxten Aaronson	139
Milos Kerkez	146
David Datro Fofana	146
Bamba Dieng	154
Hugo Bueno López	136
Jaden Philogene-Bidace	138
Youssuf Sylla	136
Joao Grimaldo	143
Maxime Estève	152
Jay Gorter	152
Nikolas Koutsakos	122
Mario Vušković	155
Charis Chatzigavriel	128
Valentín Barco	146
Jeremy Sarmiento	142
Antonio Bordușanu	132
Henry Lawrence	140
Javier Serrano Martínez	144
Mattia Viti	147
Brad Young	142
James McAtee	144
Iker Bravo Solanilla	146
Cristian Riquelme	141
Njegoš Petrović	153
Luis Binks	150
Malachi Fagan-Walcott	139
Matías Palacios	150
Clinton Mola	142
Ignacio Aliseda	152
Tomáš Wiesner	150
Mykhailo Mudryk	155
Mohamed Daramy	150
Danylo Sikan	144
Santiago Moreno	148
Ianis Stoica	146
Jacob Greaves	145
Berat Özdemir	150
Richard Sánchez	153
Halil İbrahim Dervişoğlu	149
Brian Rocha Araújo	138
Fabian Greilinger	143
Niklas Lang	141
Lucas Chevalier	146
Bradley Fink	141
Kamil Piątkowski	151
Ayase Ueda	145
Ali Musrati	158
Jason Knight	147
Haret Ortega	149
Jakub Kamiński	152
Dawson Devoy	141
Kevin Álvarez	149
Raymundo Fulgencio	148
Hicham Boudaoui	157
Raúl García de Haro	146
Femi Azeez	139
Darío Sarmiento	149
Facundo Waller	147
Chem Campbell	136
Patrik Wålemark	149
Melvin Bard	157
Kazuyoshi Miura	112
Kwadwo Baah	140
Abraham Odoh	131
Marco García	131
Stephen Welsh	147
Boško Šutalo	151
Marcelino Nuñez	146
Xeber Alkain Mitxelena	136
Joan Cruz	145
Federico Versaci	137
Luis Henrique Tomaz de Lima	153
Can Bozdoğan	145
Tiago B. de Melo Tomás	156
Alan Virginius	147
Pablo Moreno Taboada	148
Omar Rekik	145
Raúl Moro Prescoli	142
Bart Verbruggen	145
Oier Zarraga Egaña	154
Luiz Lúcio Reis Júnior	149
Kerim Çalhanoğlu	144
David Pereira Da Costa	151
Rodrigo Martins Gomes	146
Thomas Henry	149
Antonio Latorre Grueso	152
Richie Laryea	145
Isaac Palazón Camacho	152
Josh Tymon	146
Luke Bolton	131
Rick van Drongelen	147
Ko Itakura	154
Tahith Chong	150
Amath Ndiaye	151
Sebastián Villa	153
Callum Styles	148
Diogo Filipe Pinto Leite	156
Jerdy Schouten	151
Kevin Bonifazi	149
Manuel Cabit	122
Ryan Yates	150
Christian Kouamé	153
Samuel Shashoua	150
Miguel Ângelo da Silva Rocha	153
Pontus Almqvist	152
Gabriel Gudmundsson	156
Michel Aebischer	155
Mark Harris	139
Kristoffer Klaesson	139
Paxton Pomykal	148
Jamie Cumming	143
Marcin Bułka	148
Arnór Sigurðsson	149
Michael Richard Delgado de Oliveira	153
Ruben Vargas	158
Philipp Köhn	146
Matteo Pessina	161
Dru Yearwood	140
Carles Pérez Sayol	153
Shandon Baptiste	143
Jean-Manuel Mbom	145
Giorgi Chakvetadze	144
Antoine Semenyo	149
Max Bird	148
Jack Diamond	138
Colin Dagba	151
Igor Julio dos Santos de Paulo	147
Predrag Rajković	161
Mohamed Bayo	155
Aitor Ruibal García	151
Ramón Rodríguez Jiménez	152
Elliot Watt	137
Liberato Cacace	154
George Bello	146
Daniel Ballard	148
Johan Vásquez	153
Gonzalo Villar del Fraile	155
Antonino Gallo	136
Nayef Aguerd	160
Martín Pascual Castillo	140
Giuliano Galoppo	154
Toma Bašić	155
Nicolas López	154
Thomas Lam	136
Matheus Lima Magalhães	160
Hakim Ziyech	166
Mouez Hassen	133
Daniel Bachmann	147
Cristian Benavente	143
Rachid Ghezzal	156
John McGinn	159
Ibrahim Amadou	146
André Filipe Tavares Gomes	152
Kerem Demirbay	162
Vincenzo Grifo	158
Alexander Djiku	157
Marcos Paulo Mesquita Lopes	151
Frank Acheampong	152
James Wilson	125
Lucas Alario	154
Edimilson Fernandes	144
Keita Baldé	153
Silvan Widmer	154
Ihlas Bebou	156
Angus Gunn	148
José María Giménez	171
Maximiliano Meza	154
Pablo Galdames	147
Ludovic Ajorque	158
Sean Klaiber	146
Hans Hateboer	160
Nahuel Leiva	145
Lucas Boyé	153
Rob Dickie	151
Sergio Rochet	160
Patryk Dziczek	145
Taylan Antalyalı	147
Javairô Dilrosun	149
Cristo González Pérez	144
Rolando Mandragora	156
Abdou Diallo	160
Jean-Kévin Augustin	137
Pere Milla Peña	150
Fejsal Mulić	134
Raúl Gudiño	151
Sead Hakšabanović	153
Daniel Castelo Podence	157
Moussa Marega	156
Yeray Álvarez López	162
Cameron Carter-Vickers	153
Joël Drommel	154
Florian Grillitsch	159
Nicolás Delgadillo	136
Gerard Valentín Sancho	140
Will Patching	131
Osvaldo Rodríguez	145
Ronaldo Diego Esler Domingues	158
Tino Kadewere	149
Rey Manaj	147
Ludovic Blas	162
Rafael Mir Vicente	161
Blaise Matuidi	150
Zlatko Junuzović	150
Kamil Vacek	134
Morgan Schneiderlin	148
Ignacio Monreal Eraso	158
Francisco Casilla Cortés	148
Yann Sommer	170
Sami Khedira	162
Andrew Durante	130
Arturo Vidal	162
Ciaran Clark	144
Barry Bannan	144
Simon Terodde	150
Christian Benteke	150
Aleksandar Kolarov	154
Luiz Gustavo Dias	152
Miroslav Stoch	144
Danny Welbeck	146
Mustapha Yatabaré	140
Givanildo Vieira de Souza	160
Luuk de Jong	158
Sergio Canales Madrazo	166
Dominic Maroh	126
Javier Pastore	152
Hernán Barcos	142
Iago Aspas Juncal	168
Kostas Manolas	164
Jorge Resurrección	170
André Gomes Magalhães Almeida	150
Pontus Jansson	150
Jeffrey Bruma	142
Kevin Kampl	160
Sebastián Coates	166
Juan Miguel Jiménez López	150
Sérgio Miguel Relvas de Oliveira	160
Dan Burn	152
Rogelio Funes Mori	154
Nampalys Mendy	148
Wissam Ben Yedder	166
Lars Unnerstall	152
Lewis Dunk	158
Pedro Mba Obiang Avomo	146
Ben Gibson	144
Yevhen Konoplyanka	146
Danilo Luís Hélio Pereira	160
Fernando Lucas Martins	154
Jannik Vestergaard	152
Jack Butland	146
Thiago Galhardo Nascimento	138
Nick Pope	162
Michy Batshuayi	154
Juan Bernat Velasco	160
Arkadiusz Milik	158
Matija Nastasić	148
Jairo Samperio Bustara	140
Yvon Mvogo	151
Kristoffer Olsson	150
Isaac Hayden	155
Marcus Maddison	136
Luciano Vietto	152
Dimitar Berbatov	160
Mikel Arteta Amatriain	156
Joaquín Sánchez Rodríguez	162
Rod Fanni	140
Ricardo Izecson dos Santos Leite	160
Ashley Young	152
Aiden McGeady	138
Benoît Costil	154
Steven Taylor	140
Mauro Boselli	152
Samir Handanovič	170
Kasper Schmeichel	168
Steve Mandanda	158
Alessandro Diamanti	148
John Obi Mikel	140
Łukasz Fabiański	164
Theo Walcott	146
Jakub Błaszczykowski	134
Semih Kaya	132
Jesús Vázquez Alcalde	149
Max Svensson Río	141
Bartuğ Elmaz	143
Jackson Porozo	145
Ali Akman	145
Kiliann Sildillia	141
Lewis Richardson	137
Darren Yapi	121
Alejandro Suárez Cardero	145
Stipe Biuk	153
Marin Ljubičić	148
Kazımcan Karataş	137
Kimberly Ezekwem	136
Dildar Atmaca	134
Enrique Herrero García	137
Tyler Onyango	140
Williot Swedberg	141
Alioune Ndour	141
Tiago Çukur	139
Beñat Prados Díaz	143
Antoni-Djibu Milambo	142
Gilson Benchimol Tavares	143
Alberto Moreno Rebanal	145
Nathan Bitumazala	138
Hady Camara	141
Jesús Hernández	127
Mimeirhel Benita	138
Matthis Abline	150
Félix Lemaréchal	143
Youri Regeer	146
Erick Perleche	139
Tyler Morton	143
Arnau Comas Freixas	142
Jacopo Fazzini	142
Denso Kasius	135
Malcolm Ebiowei	138
Renzo Sanchez	142
Cem-Ali Dogan	141
CJ Egan-Riley	135
Moustapha Cissé	143
Saël Kumbedi	136
James Hill	141
Khalid Al Ghannam	142
Edwin Mosquera	146
Florian Flick	144
Nathan Ngoumou	147
Sven Sonnenberg	139
Frederik Alves	135
Iago Amaral Borduchi	155
José Alejandro Suárez Suárez	135
Tanguy Coulibaly	150
Zaidu Sanusi	154
Joel López Salguero	139
Allahyar Sayyadmanesh	147
Anudaan Sanghu	118
José Caicedo	130
Jonathan Panzo	147
Agustín Rogel	147
Mohamed Taabouni	145
Isaac Lihadji	148
Ismael Casas Casado	145
Ramón Enríquez Rodríguez	147
Sebastián Cáceres	155
Federico Viñas	151
Leonardo Campana	139
Tyler Burey	139
Mostafa Mohamed	155
Henry Kessler	148
Josh Doig	146
Janis Antiste	147
Jon Pacheco Dozagarat	148
Ömer Beyaz	144
Yerson Mosquera	145
Onurhan Babuscu	139
Richecard Richard	139
Erik Jorgens de Menezes	146
Alejandro Baena Rodríguez	154
Isaak Davies	138
Sékou Mara	145
Riccardo Calafiori	148
Josip Juranović	153
Nathan Patterson	146
Kanya Fujimoto	150
Ronnie Edwards	145
Bright Akwo Arrey-Mbi	144
Cedric Wilfred Teguía Noubi	145
Miguel Rodríguez Vidal	143
Caleb Chukwuemeka	128
Alejandro Benítez Palomero	143
Nathan Santos de Araújo	149
Andrea Cambiaso	149
Ravil Tagir	143
Tim Akinola	141
Iván Azón Monzón	149
Yusuf Barasi	139
Marko Stamenic	142
Igor Matanović	144
Victor Kristiansen	149
Tim Civeja	139
Lautaro de León Billar	146
Yerson Chacón	147
Timothy Tillman	142
Omar Alderete	156
Roman Yaremchuk	155
Reece Hannam	122
Willem Geubbels	145
Odin Bailey	145
Jonas Wind	154
Marcus Forss	144
Stephen Odey	140
Borna Barišić	150
Anthony Nwakaeme	158
Tyrese Francois	135
Francis Amuzu	149
Christoph Baumgartner	162
Álvaro Aguado Méndez	150
Edward Chilufya	145
Johan Carbonero	147
Afeez Aremu	147
Arvin Appiah	145
Fraser Hornby	140
Lukáš Masopust	150
Tudor Băluță	149
Nnamdi Ofoborh	142
Kevin Agudelo	146
Bali Mumba	144
Franck Evina	140
Erik Tallig	139
Keane Lewis-Potter	150
Nemanja Radonjić	151
Gavin Kilkenny	141
Oliver Batista Meier	145
Wouter Burger	143
Kamal Bafounta	137
Ross Stewart	143
Becir Omeragic	150
Victor da Silva	145
Michael Baldisimo	136
Tomáš Chorý	145
Bastián Yáñez	153
Nathan Wood	142
Kyogo Furuhashi	148
Miguel Ángel Morro Muñoz	144
Álvaro Barreal	137
Luke Matheson	138
Arthur Mendonça Cabral	160
Marcelo Weigandt	151
Ozziel Herrera	146
Leon Dajaku	137
Noah Katterbach	150
Arthur Okonkwo	142
Tajon Buchanan	148
Ísak Bergmann Jóhannesson	149
Amos Pieper	154
Paul Akouokou	148
Liam Scales	134
Mateusz Bogusz	148
Aleksander Buksa	139
Felix Mambimbi	145
Jean Ruiz	139
Kristian Pedersen	143
Panagiotis Retsos	148
Ferdi Kadioglu	153
Benito Ramírez del Toro	143
Daniel Parra	127
Francisco Venegas	145
Kane Wilson	138
Ghislain Konan	155
Guus Til	154
Santiago Comesaña Veiga	154
Tomás Alarcón	153
Marc Roca Junqué	155
Jordy Gaspar	138
Morgan Gibbs-White	156
Daniel Cárdenas Líndez	156
Aarón Martín Caricol	153
Yan Valery	150
Jordon Garrick	133
Arnaud Nordin	151
Anel Ahmedhodžić	156
Gerardo Arteaga	153
Brandon Austin	136
Calvin Stengs	153
Filip Ugrinic	153
Ao Tanaka	150
Hannes Wolf	151
Luca Itter	144
Ro-Shaun Williams	131
Kendall McIntosh	123
Francis de Vries	125
Amir Abedzadeh	147
Abdelhamid Sabiri	139
Jorge Cuenca Barreno	153
Luther Singh	141
Bruno Alexandre Vieira Almeida	145
Nicolás Domínguez	160
Uriel Antuna	149
Nikola Milenković	160
Mads Roerslev	145
Merih Demiral	159
Luke McCormick	138
Hamza Mendyl	139
Leo Østigård	152
Tymoteusz Puchacz	143
Pietro Pellegri	143
Maximilian Ullmann	148
Atakan Karazor	146
Maximiliano Gómez	161
Carlos Daniel López Huesca	146
Abel Ruiz Ortega	155
Dani de Wit	151
Nemanja Maksimović	161
Yassin Fekir	142
William Bianda	131
Tim Handwerker	144
Jesús Hernández	130
Antonios Papadopoulos	140
Guglielmo Vicario	156
MJ Williams	131
Domingo Blanco	150
Sofyan Amrabat	154
Borja Iglesias Quintás	160
Jonjoe Kenny	149
Peter Olayinka	153
Ellyes Skhiri	160
Nadiem Amiri	156
Rezan Corlu	138
Mikkel Duelund	141
Sergio Akieme Rodríguez	147
Kieran Dowell	147
Vincent Janssen	149
Pablo Aránguiz	151
Lucas Tousart	155
Facundo Altamirano	137
Matty Foulds	126
Nuno Miguel Gomes dos Santos	156
Yuning Zhang	139
Felix Passlack	142
Dženis Burnić	142
Ronan Curtis	133
Hamza Choudhury	149
Emil Audero	155
Gerrit Holtmann	146
Lucas Martínez Quarta	157
Wuilker Faríñez	150
Víctor Guzmán	151
Ante Ćorić	143
Gastón Pereiro	148
Bryan Heynen	153
Harry Souttar	151
Will Jääskeläinen	133
Juan Everton Mestres de Mesquita	162
Josué Durval Chiamulera Vaz	164
Jose Luís García Vayá	158
Matija Šarkić	140
Ibrahima Sissoko	154
Ayrton Lucas Dantas de Medeiros	154
Jonathan Leko	133
Dodi Lukébakio	154
Exequiel Palacios	161
Cameron Borthwick-Jackson	133
Justin Hoogma	141
Jannes Horn	145
Xin Xu	127
Santiago Ascacíbar	153
Anfernee Dijksteel	146
Shoya Nakajima	154
Arijanet Murić	150
Xaver Schlager	164
Jordi Osei-Tutu	139
Riccardo Orsolini	157
Lincoln Oliveira dos Santos	155
Morgan Feeney	130
Hiroki Ito	147
Oghenekaro Etebo	145
Mads Bech Sørensen	145
Valentin Rosier	159
Patrick Drewes	142
Carles Gil Pareja	160
Valentino Lazaro	153
Ricardo Centurión	148
Esteban Saveljich	140
Daniele Rugani	156
Danilo Cataldi	153
Gilberto Moraes Júnior	154
